"ID","Process ID","Process Name","Host Name","Kernel Name","Context","Stream","Block Size","Grid Size","Device","CC","Section Name","Metric Name","Metric Unit","Metric Value","Rule Name","Rule Type","Rule Description","Estimated Speedup Type","Estimated Speedup"
"0","2372","optimizing-convolution.exe","127.0.0.1","k_1D_gf_3x3_global(const unsigned char *, unsigned char *, int, int)","1","7","(32, 32, 1)","(128, 128, 1)","0","7.5","GPU Speed Of Light Throughput","DRAM Frequency","cycle/nsecond","5,99",
"0","2372","optimizing-convolution.exe","127.0.0.1","k_1D_gf_3x3_global(const unsigned char *, unsigned char *, int, int)","1","7","(32, 32, 1)","(128, 128, 1)","0","7.5","GPU Speed Of Light Throughput","SM Frequency","cycle/nsecond","1,46",
"0","2372","optimizing-convolution.exe","127.0.0.1","k_1D_gf_3x3_global(const unsigned char *, unsigned char *, int, int)","1","7","(32, 32, 1)","(128, 128, 1)","0","7.5","GPU Speed Of Light Throughput","Elapsed Cycles","cycle","1.249.450",
"0","2372","optimizing-convolution.exe","127.0.0.1","k_1D_gf_3x3_global(const unsigned char *, unsigned char *, int, int)","1","7","(32, 32, 1)","(128, 128, 1)","0","7.5","GPU Speed Of Light Throughput","Memory Throughput","%","73,53",
"0","2372","optimizing-convolution.exe","127.0.0.1","k_1D_gf_3x3_global(const unsigned char *, unsigned char *, int, int)","1","7","(32, 32, 1)","(128, 128, 1)","0","7.5","GPU Speed Of Light Throughput","DRAM Throughput","%","13,39",
"0","2372","optimizing-convolution.exe","127.0.0.1","k_1D_gf_3x3_global(const unsigned char *, unsigned char *, int, int)","1","7","(32, 32, 1)","(128, 128, 1)","0","7.5","GPU Speed Of Light Throughput","Duration","usecond","855,33",
"0","2372","optimizing-convolution.exe","127.0.0.1","k_1D_gf_3x3_global(const unsigned char *, unsigned char *, int, int)","1","7","(32, 32, 1)","(128, 128, 1)","0","7.5","GPU Speed Of Light Throughput","L1/TEX Cache Throughput","%","82,17",
"0","2372","optimizing-convolution.exe","127.0.0.1","k_1D_gf_3x3_global(const unsigned char *, unsigned char *, int, int)","1","7","(32, 32, 1)","(128, 128, 1)","0","7.5","GPU Speed Of Light Throughput","L2 Cache Throughput","%","15,29",
"0","2372","optimizing-convolution.exe","127.0.0.1","k_1D_gf_3x3_global(const unsigned char *, unsigned char *, int, int)","1","7","(32, 32, 1)","(128, 128, 1)","0","7.5","GPU Speed Of Light Throughput","SM Active Cycles","cycle","1.116.071,46",
"0","2372","optimizing-convolution.exe","127.0.0.1","k_1D_gf_3x3_global(const unsigned char *, unsigned char *, int, int)","1","7","(32, 32, 1)","(128, 128, 1)","0","7.5","GPU Speed Of Light Throughput","Compute (SM) Throughput","%","73,53",
